Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
S W  385R SOCIAL WORK RESEARCH METHODS         ,60280,"(('T', '8:30 a.m.-11:30 a.m.'),)","('SSW 2.122',)",Face-to-face,"MCCOY, HENRIKA",open,,
S W  388R 3-RESEARCH METHODS III         ,60365,"(('T', '8:30 a.m.-11:30 a.m.'),)","('SSW 2.140',)",Face-to-face,"NOEL, LAILEA",open,,
S W  388R 12-HIERARCHICAL LINEAR MODLNG         ,60380,"(('T', '8:30 a.m.-11:30 a.m.'),)","('SSW 1.212',)",Face-to-face,"CUBBIN, CATHERINE",open,,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49505,"(('T', '9:00 a.m.-1:00 p.m.'), ('T', '9:00 a.m.-1:00 p.m.'))","('WEL 3.134', 'WEL 5.136')",Face-to-face,"LAUDE, DAVID A",open; reserved,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49779,"(('T', '9:00 a.m.-1:00 p.m.'), ('T', '9:00 a.m.-1:00 p.m.'))","('WEL 3.134', 'WEL 5.136')",Face-to-face,"LAUDE, DAVID A",open; reserved,Quantitative Reasoning,
ECO  386E 6-HEALTH ECONOMICS         ,33945,"(('T', '9:00 a.m.-12:00 p.m.'),)","('BRB 2.136',)",Face-to-face,"TOWN, ROBERT",open,,
ECO  395K HEALTH ECONOMICS         ,34000,"(('T', '9:00 a.m.-12:00 p.m.'),)","('BRB 2.136',)",Face-to-face,"TOWN, ROBERT",open,,
EDC  370E 1-READING-Y         ,10670,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SZB 3.718',)",Face-to-face,,open,,
EDC  370E 2-LANGUAGE ARTS-E         ,10680,"(('T', '9:00 a.m.-12:00 p.m.'),)","(' ',)",Face-to-face,,open,Writing,
EDP  398T COLLEGE TEACHING METHODOLOGY         ,11925,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SZB 4.302',)",Face-to-face,"MUENKS, KATHERINE M",open,,
HDF  113L CHILD DEVELOPMENT LABORATORY         ,51820,"(('T', '9:00 a.m.-10:30 a.m.'),)","('SEA 1.440',)",Face-to-face,"SPERANZA, HALLIE G",open,,
MKT  182 SQL         ,06100,"(('T', '9:00 a.m.-11:00 a.m.'),)","('GSB 3.130',)",Face-to-face,"STEPHENS, JAMES H JR",open,,
MNS  193 MARINE ORGANIC GEOCHEMISTRY         ,53035,"(('T', '9:00 a.m.-10:00 a.m.'),)","('S06 201C',)",Face-to-face,"LIU, ZHANFEI",open,,
N  309 GLOBAL HEALTH         ,56855,"(('T', '9:00 a.m.-12:00 p.m.'),)","('NUR 1.118',)",Face-to-face,"WALKER, LORRAINE O",open,Global Cultures,
N  294J PED PRIM HC CONCEPTS III-PNP         ,57710,"(('T', '9:00 a.m.-11:00 a.m.'),)","('NUR 4.174',)",Face-to-face,"EDGAR, CARLY EKEY, STEPHANIE M",open,,
N  395C CLIN PHARMACOL & THERAPEUTICS         ,57735,"(('T', '9:00 a.m.-12:00 p.m.'),)","('NUR 1.108',)",Face-to-face,"KARBOSKI, JAMES A",open,,
N  395C CLIN PHARMACOL & THERAPEUTICS         ,57740,"(('T', '9:00 a.m.-12:00 p.m.'),)","('NUR 1.108',)",Face-to-face,"KARBOSKI, JAMES A",open; reserved,,
N  396Q PRIM HLTH CARE CNCPTS III-FNP         ,57830,"(('T', '9:00 a.m.-12:00 p.m.'),)","('NUR 5.174',)",Face-to-face,"DIVIN, CHRISTINE AJOHNSON, CARRIE A",open,,
NSC  110H NAT SCI HONORS SEMINAR         ,46440,"(('T', '9:00 a.m.-10:00 a.m.'),)","('WCH 1.108',)",Face-to-face,"VANDENBOUT, DAVID A",open; reserved,,
P A  388K ETHICS/INTERNATIONAL AFFAIRS         ,59460,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.316',)",Face-to-face,"INBODEN, WILLIAM",cancelled,,
P A  388K WORLD FOOD SYSTEM 1450-1500         ,59640,"(('T', '9:00 a.m.-12:00 p.m.'),)","(' ',)",Face-to-face,"PATEL, RAJEEV CHARLES",open,,
P A  388K 7-INTERNATIONAL DEVELOPMENT         ,59645,"(('T', '9:00 a.m.-12:00 p.m.'),)","(' ',)",Face-to-face,"WEAVER, CATHERINE ELIZABE",open,,
P A  388K 10-NONPROFIT MGMT/ STRATEGY         ,59650,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.220',)",Face-to-face,"OSTROWER, FRANCIE",open,,
P A  393K APPLD MICROECO FOR POLICY ANLY         ,59750,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.B7',)",Face-to-face,,open; reserved,,
P A  393L ENVRNMNTL ECON/REGULATIONS         ,59765,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.312',)",Face-to-face,"EVANS, MARY",open; reserved,,
P A  397C COMPUTATION SOCIAL SCI METHODS         ,59805,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.314',)",Face-to-face,"MA, JI",open; reserved,,
PHM  382L CLINICAL TOXICOLOGY-S A         ,58548,"(('T', '9:00 a.m.-11:00 a.m.'),)","('PSA 2.104',)",Two-way Interactive Video,"MUKHOPADHYAY, SOMSHUVRA",open,,
PHM  382L CLINICAL TOXICOLOGY         ,58549,"(('T', '9:00 a.m.-11:00 a.m.'),)","('PHR 2.208',)",Face-to-face,"MUKHOPADHYAY, SOMSHUVRA",open,,
PHM  282R DIALOGUE ACROSS DIFFERENCE-WB         ,58555,"(('T', '9:00 a.m.-11:00 a.m.'),)","(' ',)",Internet,"GUIDA, TONIA FLORAMARIA",cancelled,,
SED  376 FOUNDATIONS & ISS IN SPEC EDUC         ,13380,"(('T', '9:00 a.m.-12:00 p.m.'),)","('SZB 2.808',)",Face-to-face,"SIGAFOOS, LISA LYNNE",cancelled,Ethics,
UGS  104 FIRST-YR INT GROUP MENTOR SMNR         ,61730,"(('T', '9:00 a.m.-11:00 a.m.'),)","('JES A203A',)",Face-to-face,"DOMINGUEZ, JUAN M",open,,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10285,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '8:00 a.m.-9:30 a.m.'))","('SZB 1.510', 'SZB 3.322')",Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10290,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '8:00 a.m.-9:30 a.m.'))","('SZB 1.510', 'SZB 4.502')",Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10295,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))","('SZB 1.510', 'SZB 3.322')",Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10300,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))","('SZB 1.510', 'SZB 3.718')",Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10305,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))","('SZB 1.510', 'SZB 4.502')",Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
BME  683M BIODESIGN: ENTREPRENEURSHIP         ,15100,"(('T', '9:30 a.m.-12:30 p.m.'),)","('BME 3.312',)",Face-to-face,"TUNNELL, JAMES W",open; reserved,,
CH  153K PHYSICAL CHEMISTRY LABORATORY         ,50235,"(('T', '9:30 a.m.-12:30 p.m.'),)","('WEL 4.138',)",Face-to-face,"WORDEN, MATTHEW",open,Writing,
CMS  345P COMMUNICATION & PUBLIC OPINION         ,08240,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))","('DMC 3.206', ' ')",Hybrid or Blended,"STROUD, NATALIE J",open,,
COM  302E INTERDSCPLNRY COMM FOUNDATIONS         ,06480,"(('T', '9:30 a.m.-10:30 a.m.'),)","('CMA 4.146',)",Hybrid or Blended,"CARROLL, ROBERT W",open,,
EVS  121 RESEARCH METHODS         ,26490,"(('T', '9:30 a.m.-11:00 a.m.'),)","('JGB 3.120',)",Face-to-face,"POTEET, MARY F",open,Writing,
GOV  381L POL COMMUNICATN AND THE MEDIA         ,37610,"(('T', '9:30 a.m.-12:30 p.m.'),)","('BAT 5.102',)",Face-to-face,"SHEPHERD, MICHAEL E",open; reserved,,
INF  380P INTRODUCTION TO PROGRAMMING         ,27645,"(('T', '9:30 a.m.-12:30 p.m.'),)","('UTA 1.208',)",Face-to-face,"ROYCHOWDHURY, SHOUNAK",open; reserved,,
INF  393C INTRO TO PAPER CONSERVATION         ,27855,"(('T', '9:30 a.m.-12:30 p.m.'),)","('UTA 1.506B',)",Face-to-face,"NORRIS, SARAH S",open; reserved,,
KIN  395 32-SPORT MARKETING         ,12790,"(('T', '9:30 a.m.-12:30 p.m.'),)","('BEL 710B',)",Face-to-face,"BOWERS, MATTHEW",open,,
PRS  329 CULTURAL HIST OF MOD IRAN         ,39949,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))","(' ', 'MEZ B0.302')",Hybrid or Blended,"TABARRAEE, BABAK",open,Global Cultures,
T D  391 PERFORMANCE AS RESEARCH         ,26275,"(('T', '9:30 a.m.-12:30 p.m.'),)","('WIN 2.120',)",Face-to-face,"CANDELARIO, ROSEMARY",open,,
LAW  284W 7-ADV LGL WR: WR BUSN CLIENTS         ,28305,"(('T', '9:45 a.m.-11:45 a.m.'),)","('JON 6.257',)",Face-to-face,"KIMBOL, PAUL S",open; reserved,,
AFR  352F SOCIOCUL INFLUENCES ON LEARN         ,30455,"(('T', '10:00 a.m.-1:00 p.m.'),)","('SZB 4.502',)",Face-to-face,"BROWN, KEFFRELYN D",open,Cultural Diversity,
ALD  327 SOCIOCUL INFLUENCES ON LEARN         ,10340,"(('T', '10:00 a.m.-1:00 p.m.'),)","('SZB 4.502',)",Face-to-face,"BROWN, KEFFRELYN D",open; reserved,Cultural Diversity,
ANT  392S INTRO GRADUATE FEMINIST ANTHRO         ,31465,"(('T', '10:00 a.m.-1:00 p.m.'),)","('WCP 5.124',)",Face-to-face,"FRANKLIN, MARIA",open,,
COM  013 SUCCESS SCHOLARS SEMINAR         ,06570,"(('T', '10:00 a.m.-11:00 a.m.'),)","('DMC 2.106',)",Face-to-face,,open,,
D S  235 INTRO TO DECISION SCIENCE         ,04210,"(('T', '10:00 a.m.-12:00 p.m.'),)","('UTC 3.112',)",Face-to-face,"HAMMOND, ROBERT KINCAID",open; reserved,Quantitative Reasoning,
D S  235 INTRO TO DECISION SCIENCE-WB         ,04245,"(('T', '10:00 a.m.-12:00 p.m.'),)","(' ',)",Internet,"BRANDAO, LUIZ E",open,Quantitative Reasoning,
D S  235H INTRO TO DECISION SCIENCE: HON         ,04260,"(('T', '10:00 a.m.-12:00 p.m.'),)","('CBA 4.304',)",Face-to-face,"GAO, RUI",open,Quantitative Reasoning,
FIN  297 FINCL ECON CLIM/SUSTAINBLTY         ,03775,"(('T', '10:00 a.m.-12:00 p.m.'),)","('GSB 5.154',)",Face-to-face,"STARKS, LAURA T",open,,
N  280H ADV PSYCH MENTAL HLTH NUR II         ,57390,"(('T', '10:00 a.m.-12:00 p.m.'),)","('NUR 1.106',)",Hybrid or Blended,"ROLIN, DONNA GWEBB, MARC DAVID",open,,
N  394W PED CLIN PHAR/THER ACUTE CARE         ,57725,"(('T', '10:00 a.m.-1:00 p.m.'),)","('NUR 5.170',)",Face-to-face,"ALVARADO, AMANDA MCKINNEY",open,,
NSC  109 PLANNING YOUR CAPSTONE PROJECT         ,46350,"(('T', '10:00 a.m.-11:00 a.m.'),)","('PAI 5.42',)",Face-to-face,"CORSON, SARA LOUISE",open; reserved,,
NSC  110H NAT SCI HONORS SEMINAR         ,46385,"(('T', '10:00 a.m.-11:00 a.m.'),)","('PAI 4.28',)",Face-to-face,"BAIZ, CARLOS R",open; reserved,,
O M  235 OPERATIONS MANAGEMENT         ,04855,"(('T', '10:00 a.m.-12:00 p.m.'),)","('UTC 3.104',)",Face-to-face,"HASLER, MICHAEL GRAHAM",open; reserved,,
UGS  016 FIRST-YR INTEREST GROUP-CNS         ,61785,"(('T', '10:00 a.m.-11:00 a.m.'),)","('PAI 4.28',)",Face-to-face,"SIERRA, MARIA JULIA",open,,
COM  302E INTERDSCPLNRY COMM FOUNDATIONS         ,06485,"(('T', '10:30 a.m.-11:30 a.m.'),)","('CMA 4.146',)",Hybrid or Blended,"CARROLL, ROBERT W",open,,
HDF  113L CHILD DEVELOPMENT LABORATORY         ,51840,"(('T', '10:30 a.m.-12:00 p.m.'),)","('SEA 1.440',)",Face-to-face,"SPERANZA, HALLIE G",open,,
HDF  266L GUIDANCE ADULT-CHILD REL LAB         ,52130,"(('T', '10:30 a.m.-2:30 p.m.'),)","('SEA 1.440B',)",Face-to-face,"JOHNSON, BECCA",open,,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07070,"(('T', '11:00 a.m.-1:00 p.m.'), ('M', '1:00 p.m.-2:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07075,"(('T', '11:00 a.m.-1:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07080,"(('T', '11:00 a.m.-1:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07085,"(('T', '11:00 a.m.-1:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07090,"(('T', '11:00 a.m.-1:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07095,"(('T', '11:00 a.m.-1:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))","('DMC 4.206', 'DMC 4.206')",Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ANS  384 LANGUAGE AND POWER         ,31900,"(('T', '11:00 a.m.-2:00 p.m.'),)","('GAR 1.122',)",Face-to-face,"GUHA, SUMIT",open,,
C L  382 LANGUAGE AND POWER         ,33529,"(('T', '11:00 a.m.-2:00 p.m.'),)","('GAR 1.122',)",Face-to-face,"GUHA, SUMIT",open; reserved,,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49585,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))","('UTC 2.112A', 'WEL 5.130')",Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49590,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))","('UTC 2.112A', 'WEL 5.132')",Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49595,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))","('UTC 2.112A', 'WEL 5.134')",Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
