Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
NSC  109 PRFSSNLSM HLTHCRE: CORE COMP         ,46353,"(('F', '9:00 a.m.-10:00 a.m.'),)","('WEL 2.140',)",Hybrid or Blended,"LAUDE, DAVID A",open,,
P A  330S POLICY SIMULATION         ,59205,"(('F', '9:00 a.m.-11:00 a.m.'),)","(' ',)",Face-to-face,"SHUTE, BILL",open,,
P A  682GB REBUILDING A RESILIENT UKRAINE         ,59265,"(('F', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.312',)",Face-to-face,"HUTSON, NATHAN",open,,
P A  388K POLICY SIMULATION         ,59555,"(('F', '9:00 a.m.-11:00 a.m.'),)","(' ',)",Face-to-face,"SHUTE, BILL",open,,
P A  393G MICROECONOMICS-WB         ,59740,"(('F', '9:00 a.m.-12:00 p.m.'),)","(' ',)",Internet,"GALBRAITH, JAMES K",open,,
P A  393L ADVANCED POLICY ECONOMICS-WB         ,59755,"(('F', '9:00 a.m.-12:00 p.m.'),)","(' ',)",Internet,,open; reserved,,
P A  397 INTRO EMPIRCL METH POLICY ANLY         ,59795,"(('F', '9:00 a.m.-12:00 p.m.'),)","('SRH 3.124',)",Face-to-face,"VON HIPPEL, PAUL",open,,
PHM  184V PHARMACY PRACTICE LAB IV         ,58665,"(('F', '9:00 a.m.-10:00 a.m.'), ('M', '1:00 p.m.-4:00 p.m.'))","('PHR 2.110', 'PHR 4.212A')",Face-to-face,"CASTLEBERRY, ASHLEY NICOLSTALLINGS, AMANDA ROSESTEWART, MORGAN PAYNEWENGER, BRIANLITTEN, KATHRYN PAGETEMPLE, HOLLI L",open,,
PHM  184V PHARMACY PRACTICE LAB IV         ,58670,"(('F', '9:00 a.m.-10:00 a.m.'), ('W', '1:00 p.m.-4:00 p.m.'))","('PHR 2.110', 'PHR 4.212A')",Face-to-face,"CASTLEBERRY, ASHLEY NICOLSTALLINGS, AMANDA ROSESTEWART, MORGAN PAYNEWENGER, BRIANLITTEN, KATHRYN PAGETEMPLE, HOLLI L",open,,
PSY  380W WRITING WORKSHOP         ,41425,"(('F', '9:00 a.m.-12:00 p.m.'),)","('SEA 5.109',)",Face-to-face,"TILLMAN, KATHARINE ALLEN",cancelled,,
RTF  366K DRAWING FOR DESIGNERS         ,09585,"(('F', '9:00 a.m.-12:00 p.m.'),)","('WIN 1.164',)",Face-to-face,"BUCHANAN, JASON B",cancelled,,
RTF  368 DRAWING FOR DESIGNERS         ,09629,"(('F', '9:00 a.m.-12:00 p.m.'),)","('WIN 1.164',)",Face-to-face,"BUCHANAN, JASON B",open,,
RTF  369 ADV SCREENWRITING: WRTG FOR TV         ,09652,"(('F', '9:00 a.m.-12:00 p.m.'),)","('CMA 6.146',)",Face-to-face,"WILLETT, THOMAS",open; reserved,Writing,
RTF  369 3-ADV SCRNWRITING: TV PILOTS         ,09665,"(('F', '9:00 a.m.-12:00 p.m.'),)","('CMA 6.146',)",Face-to-face,,cancelled,Writing,
S W  393U 22-CONTEMP ISS DOMESTIC VIOL         ,60415,"(('F', '9:00 a.m.-6:00 p.m.'),)","('SSW 1.214',)",Face-to-face,"BUSCH-ARMENDARIZ, NOEL B",open,,
SDS  190 READINGS IN STATISTICS         ,56775,"(('F', '9:00 a.m.-10:00 a.m.'),)","('GDC 2.210',)",Face-to-face,"CALDER, CATHERINEPARAST, LAYLA",open; reserved,,
T D  354T WIG DESIGN AND CREATION         ,26061,"(('F', '9:00 a.m.-12:00 p.m.'),)","('WIN 1.304',)",Face-to-face,"KELLER, STEPHANIE A",open; reserved,,
T D  354T 7-DRAWING FOR THTR DESIGNERS         ,26065,"(('F', '9:00 a.m.-12:00 p.m.'),)","('WIN 1.164',)",Face-to-face,"BUCHANAN, JASON B",open,,
T D  388L 2-DRAWING FOR THTR DESIGNERS         ,26230,"(('F', '9:00 a.m.-12:00 p.m.'),)","('WIN 1.164',)",Face-to-face,"BUCHANAN, JASON B",open,,
WGS  393 ART AND ACTIVISM         ,44580,"(('F', '9:00 a.m.-12:00 p.m.'),)","('CMA 5.130',)",Face-to-face,"NAULT, CURRAN J",cancelled,,
ARC  386M 27-RESEARCH DESIGN         ,01120,"(('F', '9:30 a.m.-12:30 p.m.'),)","('SUT 3.112',)",Face-to-face,"FELKNER, JULIANA",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56920,"(('F', '9:30 a.m.-10:30 a.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.108', 'NUR 1.108')",Face-to-face,"GRIMES, DARLA A",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56925,"(('F', '9:30 a.m.-10:30 a.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.118', 'NUR 1.108')",Face-to-face,"BALLANTINE, MORGAN CLAIRE",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56930,"(('F', '9:30 a.m.-10:30 a.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.120', 'NUR 1.108')",Face-to-face,"HOLLAND, AMY E",open; reserved,,
LAW  184V 4-ADVANCED RESEARCH: GENERAL         ,28260,"(('F', '9:45 a.m.-11:45 a.m.'),)","('JON 3.222',)",Face-to-face,"STEINKE, MATTHEW RBROWNFIELD, MOLLY",open; reserved,,
LAW  288E US/EU PRIVACY LAW/PERSNL DATA         ,28400,"(('F', '9:45 a.m.-11:45 a.m.'),)","('TNH 3.127',)",Face-to-face,"HUFFMAN, BART W",open; reserved,,
BIO  372C BIO PEER MENTORS RSCH/TCH         ,48980,"(('F', '10:00 a.m.-12:00 p.m.'),)","('WEL 2.306',)",Face-to-face,"PATTERSON, KRISTIN D",open; reserved,Ethics,
C E  395R 5-DATA MINING         ,16270,"(('F', '10:00 a.m.-1:00 p.m.'),)","('ECJ 3.122',)",Face-to-face,"CALDAS, CARLOS H",open; reserved,,
C S  395T PREDICTION MECHANISMS COMP ARC         ,51430,"(('F', '10:00 a.m.-12:00 p.m.'), ('M', '10:00 a.m.-11:00 a.m.'))","('GDC 5.516', 'GDC 5.516')",Face-to-face,"LIN, CALVIN",open,,
CH  320N ORGANIC CHEMISTRY II         ,50095,"(('F', '10:00 a.m.-12:30 p.m.'),)","('UTC 2.102A',)",Face-to-face,"STRAUMANIS, ANDREI",open,,
CH  341 LAB TECHS IN INORGANIC CHEM         ,50220,"(('F', '10:00 a.m.-11:00 a.m.'), ('MW', '9:00 a.m.-12:00 p.m.'))","('RLP 0.124', 'WEL 5.148')",Face-to-face,"ROSE, MICHAEL",open; reserved,,
F A  171 BUILDING SUSTAINABLE NONPROFIT         ,19804,"(('F', '10:00 a.m.-11:00 a.m.'),)","('DFA 4.112',)",Face-to-face,"MONTOYA, SONIA",open,,
MKT  397 5-RESEARCH TOPICS IN MARKETING         ,06240,"(('F', '10:00 a.m.-1:00 p.m.'),)","('GSB 3.104',)",Face-to-face,"LI, KATHLEEN T",open; reserved,,
N  397Q RESEARCH PRACTICUM I         ,57860,"(('F', '10:00 a.m.-12:00 p.m.'),)","('NUR 5.174',)",Face-to-face,"RHEE, HYEKYUN",open,,
NSC  106 DIALG ACROSS DIFF ID/PWR/PRVLG         ,46210,"(('F', '10:00 a.m.-11:00 a.m.'),)","('WEL 2.310',)",Face-to-face,"HOLMAN, TEPERA R",open,,
NSC  109 PRFSSNLSM HLTHCRE: CORE COMP         ,46352,"(('F', '10:00 a.m.-11:00 a.m.'),)","('WEL 3.310',)",Hybrid or Blended,"LAUDE, DAVID A",open,,
PGS  189Q SEMINAR IN ALCOHOL STUDIES         ,58095,"(('F', '10:00 a.m.-11:00 a.m.'),)","('PHR 4.114',)",Face-to-face,"NIXON, KIMBERLY",open,,
PHM  183T FOUNDATIONS PROF DEVELOPMNT VI         ,58620,"(('F', '10:00 a.m.-11:00 a.m.'),)","('PHR 3.106',)",Face-to-face,"POPE, NATHAN DNIXON, KIMBERLYPEDIGO, JUSTINSTEWART, MORGAN PAYNETEMPLE, HOLLI LZHANG, FENGSUMMERLIN, JENNA ELAWSON, KENNETH A JRLITTEN, KATHRYN PAGEMOCZYGEMBA, LETICIA RMUKHOPADHYAY, SOMSHUVRANATIVIDAD, LUIS ARICHBURG, JOHN HWILLIAMS, ROBERT O III",open,Writing,
PHM  183T FOUNDATIONS PROF DEVELOPMNT VI         ,58625,"(('F', '10:00 a.m.-11:00 a.m.'),)","('PHR 3.106',)",Face-to-face,"POPE, NATHAN DDEMORROW, SHARONPEDIGO, JUSTINACOSTA, WYANZA RENEECATANZANO, SAMANTHA MARIECASTLEBERRY, ASHLEY NICOLCUI, ZHENGRONGHILL, LUCAS GRANTFONKEN, LAURA KGARLING, KRISTIN ASHLEYGHOSH, DEBADYUTIGINSBURG, DIANE BJANZEN, KRISTIN MARIEKARBOSKI, JAMES A",open,Writing,
PHM  183T FOUNDATIONS PROF DEVELOPMNT VI         ,58630,"(('F', '10:00 a.m.-11:00 a.m.'),)","('PHR 3.106',)",Face-to-face,"POPE, NATHAN DPEDIGO, JUSTIN",open,Writing,
PHM  183T FOUNDATNS PROF DVLPMNT VI-S A         ,58635,"(('F', '10:00 a.m.-11:00 a.m.'),)","(' ',)",Face-to-face,"PEDIGO, JUSTINREVELES, KELLY RENEEPOPE, NATHAN DKUBES, SARAH ELIZABETHLEE, GRACELIPSCOMB, JUSTINASAMUEL, JUSTIN THANKACHAN",open,Writing,
SOC  389K 6-TRAINING SMNR IN DEMOGRAPHY         ,43385,"(('F', '10:00 a.m.-12:00 p.m.'), ('F', '12:00 p.m.-1:00 p.m.'))","('RLP 3.106', 'RLP 1.302E')",Face-to-face,"GOOSBY, BRIDGET JEANEEN",open,,
GRS  096 REIMG CR POS HMN/ARTS/SOC SCI         ,62415,"(('F', '10:30 a.m.-11:45 a.m.'),)","('FAC 2.134',)",Face-to-face,,open,,
LAW  284T PREP FEDRL DISTRICT CLERKSHIP         ,28245,"(('F', '10:30 a.m.-12:30 p.m.'),)","('TNH 3.125',)",Face-to-face,"AUSTIN, ANDREW WCHESTNEY, ELIZABETH S",open; reserved,,
LAW  397S SMNR: ENTERTAINMENT LAW         ,28975,"(('F', '10:30 a.m.-12:30 p.m.'),)","('TNH 3.124',)",Face-to-face,"PAJAK, KENNETH W",cancelled,,
N  255C ADULT HEALTH NURSING IIA         ,57110,"(('F', '10:30 a.m.-12:30 p.m.'),)","('NUR 1.108',)",Face-to-face,"THOMAS, JOSHUA M",open; reserved,,
AFS  120L LEADERSHIP LABORATORY-POC         ,30715,"(('F', '11:00 a.m.-1:00 p.m.'),)","('RLP 5.404',)",Face-to-face,"ULMAN, DAVIDHOOD, MATTHEW L",open,,
ART  350 PHILOSOPHY/THEORY/CRITICISM         ,20550,"(('F', '11:00 a.m.-2:00 p.m.'),)","('ART 1.110',)",Face-to-face,"HUBBARD, TERESA",open; reserved,EthicsWriting,
"DES  330T DESIGN, RACE, AND CULTURE         ",21070,"(('F', '11:00 a.m.-2:00 p.m.'),)","('AHG 1.310',)",Face-to-face,"CHARLES, MICHAEL RAY",open; reserved,,
DES  347 PUBLICATION STUDIO         ,21130,"(('F', '11:00 a.m.-5:00 p.m.'),)","('ART 2.212',)",Face-to-face,"AUER, KEVIN JEFFREY",open; reserved,,
GEO  110T GEOSCI MATH TUTORIAL         ,26840,"(('F', '11:00 a.m.-12:00 p.m.'),)","('JGB 3.120',)",Face-to-face,"LAVIER, LUC L",open,,
HDF  266C GUIDANCE IN ADULT-CHILD RELS         ,52020,"(('F', '11:00 a.m.-1:00 p.m.'),)","('GEA 100',)",Face-to-face,"PAULEY, LARA L",open,,
I  379C CAPSTONE         ,27525,"(('F', '11:00 a.m.-12:00 p.m.'),)","('UTC 1.104',)",Hybrid or Blended,"NEUMANN, JOHN L",open; reserved,Independent Inquiry,
KIN  140D PRAC ATHLET TRAINING: LEVEL 1B         ,12585,"(('F', '11:00 a.m.-12:00 p.m.'),)","('BEL 844',)",Face-to-face,"PHAN, KELVIN",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56935,"(('F', '11:00 a.m.-12:00 p.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.108', 'NUR 1.108')",Face-to-face,"GRIMES, DARLA A",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56940,"(('F', '11:00 a.m.-12:00 p.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.118', 'NUR 1.108')",Face-to-face,"LIN, LI-CHEN",open; reserved,,
N  224 HEALTH ASSESSMENT SKILLS         ,56945,"(('F', '11:00 a.m.-12:00 p.m.'), ('F', '8:00 a.m.-9:30 a.m.'))","('NUR 4.120', 'NUR 1.108')",Face-to-face,"HOLLAND, AMY E",open; reserved,,
NSC  109 HEALTH PROFS LECTURE SERIES         ,46330,"(('F', '11:00 a.m.-12:00 p.m.'),)","('WAG 201',)",Face-to-face,"SUTTON, RYAN",open,,
NSC  110H NAT SCI HONORS SEMINAR         ,46400,"(('F', '11:00 a.m.-12:00 p.m.'),)","('PAI 5.42',)",Face-to-face,"SACKEY, DONNIE JOHNSON",open; reserved,,
PHM  193V FNDTN INTRPROF COLB PRC VI-S A         ,59065,"(('F', '11:00 a.m.-12:00 p.m.'),)","('PSA 2.108',)",Face-to-face,"YOUNG, VERONICA SFREI, CHRISTOPHER RPEDIGO, JUSTINBHAKTA, KAJAL PEVOY, KIRK EVANKUBES, SARAH ELIZABETHLEE, GRACELIPSCOMB, JUSTINAREVELES, KELLY RENEEMOOTE, REBECCA D",open,,
PHM  193V FNDTN INTRPROF COLLAB PRAC VI         ,59070,"(('F', '11:00 a.m.-12:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"YOUNG, VERONICA SPEDIGO, JUSTINJANZEN, KRISTIN MARIEWENGER, BRIANLITTEN, KATHRYN PAGERUSH, SHARON KWEAVER, TERRY HSTEWART, MORGAN PAYNETEMPLE, HOLLI LHOVINGA, COLLIN A",open,,
PHM  193V FNDTN INTRPROF COLLAB PRAC VI         ,59075,"(('F', '11:00 a.m.-12:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"YOUNG, VERONICA SPEDIGO, JUSTINACOSTA, WYANZA RENEESTALLINGS, AMANDA ROSECASTLEBERRY, ASHLEY NICOLGARLING, KRISTIN ASHLEYLOERA, LINDSEYHILL, LUCAS GRANTSUMMERLIN, JENNA ECATANZANO, SAMANTHA MARIE",open,,
SLH  118L DEVELOPMENTAL LANG SCIENCE LAB         ,09975,"(('F', '11:00 a.m.-12:00 p.m.'),)","('CMB 2.104',)",Face-to-face,"PRIVETTE, CHELSEA",open,,
KIN  327T 2-PERSONAL TRAINING         ,12520,"(('F', '11:30 a.m.-1:00 p.m.'),)","('RSC 1.106',)",Face-to-face,"SCHWARTZ, LOGAN KURT",open; reserved,,
"ARH  382 ART, ANTIQUITIES/DIPLOMACY         ",20215,"(('F', '12:00 p.m.-3:00 p.m.'),)","('ART 3.433',)",Face-to-face,"PAPALEXANDROU, ATHANASIO",open,,
BIO  384K 45-SEMNRS IN BRAIN BEHAV/EVOL         ,49145,"(('F', '12:00 p.m.-1:00 p.m.'),)","('GDC 2.210',)",Face-to-face,"PHELPS, STEVEN MRYAN, MICHAEL J",open,,
GEO  110T GEOSCI PHYSICS TUTORIAL         ,26855,"(('F', '12:00 p.m.-1:00 p.m.'),)","('JGB 3.120',)",Face-to-face,"LAVIER, LUC L",open,,
HED  196 DOCTORAL SEMINAR         ,12095,"(('F', '12:00 p.m.-1:00 p.m.'),)","('BEL 710B',)",Face-to-face,"MONTERO-ZAMORA, PABLO",open,,
J  381 2-EXPERIMENTAL DESIGN         ,08915,"(('F', '12:00 p.m.-3:00 p.m.'),)","('DMC 3.210',)",Face-to-face,"COLEMAN, RENITA BETH",open,,
KIN  119 16-SOCIAL DANCE: LEADS         ,12275,"(('F', '12:00 p.m.-3:00 p.m.'),)","('BEL 402',)",Face-to-face,"ENGE, NICHOLAS M",open; reserved,,
KIN  119 20-SOCIAL DANCE: FOLLOWS         ,12290,"(('F', '12:00 p.m.-3:00 p.m.'),)","('BEL 402',)",Face-to-face,"ENGE, NICHOLAS M",open; reserved,,
LIN  389D RSCH DOCUM/DESCRIPT LING         ,39055,"(('F', '12:00 p.m.-3:00 p.m.'),)","('RLP 4.716',)",Face-to-face,,open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18465,"(('F', '12:00 p.m.-1:00 p.m.'), ('M', '9:00 a.m.-11:00 a.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18470,"(('F', '12:00 p.m.-1:00 p.m.'), ('T', '9:00 a.m.-11:00 a.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18475,"(('F', '12:00 p.m.-1:00 p.m.'), ('W', '9:00 a.m.-11:00 a.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18480,"(('F', '12:00 p.m.-1:00 p.m.'), ('M', '1:00 p.m.-3:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18485,"(('F', '12:00 p.m.-1:00 p.m.'), ('T', '1:00 p.m.-3:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18490,"(('F', '12:00 p.m.-1:00 p.m.'), ('W', '1:00 p.m.-3:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18495,"(('F', '12:00 p.m.-1:00 p.m.'), ('M', '4:00 p.m.-6:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18500,"(('F', '12:00 p.m.-1:00 p.m.'), ('W', '4:00 p.m.-6:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
M E  144L DYNAMIC SYSTEMS & CONTROLS LAB         ,18505,"(('F', '12:00 p.m.-1:00 p.m.'), ('TH', '4:00 p.m.-6:00 p.m.'))","('BUR 116', 'ETC 4.160')",Face-to-face,"RAPP, ETHAN",open; reserved,,
N  264 NURSING RESEARCH         ,57215,"(('F', '12:00 p.m.-2:00 p.m.'),)","('NUR 5.178',)",Hybrid or Blended,"HENNEGHAN, ASHLEY M",open; reserved,,
N  264 NURSING RESEARCH         ,57220,"(('F', '12:00 p.m.-2:00 p.m.'),)","('NUR 1.118',)",Hybrid or Blended,"GE, SHAOQING",open; reserved,,
NSC  088V STEM PROFESSIONAL DEVELOPMENT         ,46565,"(('F', '12:00 p.m.-1:00 p.m.'),)","('NHB 4.202',)",Face-to-face,"GOLDING, NACE L",open; reserved,,
PHM  181T FOUNDATIONS PROF DEVELOPMNT II         ,58510,"(('F', '12:00 p.m.-1:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"GINSBURG, DIANE BKOELLER, JIM MKUBES, SARAH ELIZABETHLEE, SEONGMINLITTEN, KATHRYN PAGELOERA, LINDSEYMANIRUZZAMAN, MOHAMMEDMOCZYGEMBA, LETICIA RNIXON, KIMBERLYPARK, CHANHYUNPEDIGO, JUSTINMOOTE, REBECCA DNATIVIDAD, LUIS A",open; reserved,,
PHM  181T FOUNDATIONS PROF DEVELOPMNT II         ,58515,"(('F', '12:00 p.m.-1:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"GINSBURG, DIANE BWILLIAMS, ROBERT O IIIPOPE, NATHAN DREVELES, KELLY RENEERICHBURG, JOHN HRYAN, LAURAJOSAMUEL, JUSTIN THANKACHANSTALLINGS, AMANDA ROSESTEWART, MORGAN PAYNESUMMERLIN, JENNA ETEMPLE, HOLLI LZHANG, FENGWEAVER, TERRY HWENGER, BRIAN",open,,
PHM  181T FOUNDATIONS PROF DEVELOPMNT II         ,58520,"(('F', '12:00 p.m.-1:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"GINSBURG, DIANE BDEMORROW, SHARONKARBOSKI, JAMES ACUI, ZHENGRONGACOSTA, WYANZA RENEEBHAKTA, KAJAL PCASTLEBERRY, ASHLEY NICOLCATANZANO, SAMANTHA MARIECROYLE, MARIA AFONKEN, LAURA KFREI, CHRISTOPHER RGARLING, KRISTIN ASHLEYGHOSH, DEBADYUTIJANZEN, KRISTIN MARIE",open,,
PHM  181T FOUNDATIONS PROF DEVELOPMNT II         ,58525,"(('F', '12:00 p.m.-1:00 p.m.'),)","('PHR 3.106',)",Face-to-face,"GINSBURG, DIANE B",open,,
PHM  182T FOUNDATIONS PROF DEVELOPMNT IV         ,58560,"(('F', '12:00 p.m.-1:00 p.m.'),)","('PHR 2.108',)",Face-to-face,"SAMUEL, JUSTIN THANKACHANNIXON, KIMBERLYSUMMERLIN, JENNA EJANZEN, KRISTIN MARIEKARBOSKI, JAMES ALEE, GRACELIPSCOMB, JUSTINALITTEN, KATHRYN PAGEMUKHOPADHYAY, SOMSHUVRAPEDIGO, JUSTINPOLOYAC, SAMUELPOPE, NATHAN D",open,,
