Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10300,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))",SZB 1.510SZB 3.718,Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
ALD  321 PLAY IN EARLY CHILDHOOD DEVEL         ,10305,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))",SZB 1.510SZB 4.502,Face-to-face,"ADAIR, JENNIFER KEYS",open; reserved,Independent Inquiry,
CMS  345P COMMUNICATION & PUBLIC OPINION         ,08240,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))",DMC 3.206,Hybrid or Blended,"STROUD, NATALIE J",open,,
PRS  329 CULTURAL HIST OF MOD IRAN         ,39949,"(('T', '9:30 a.m.-11:00 a.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))",MEZ B0.302,Hybrid or Blended,"TABARRAEE, BABAK",open,Global Cultures,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07070,"(('T', '11:00 a.m.-1:00 p.m.'), ('M', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07075,"(('T', '11:00 a.m.-1:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07080,"(('T', '11:00 a.m.-1:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07085,"(('T', '11:00 a.m.-1:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07090,"(('T', '11:00 a.m.-1:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07095,"(('T', '11:00 a.m.-1:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49585,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.130,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49590,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.132,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49595,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.134,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49600,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.136,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49605,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.146,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49610,"(('T', '11:00 a.m.-12:00 p.m.'), ('W', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.130,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49615,"(('T', '11:00 a.m.-12:00 p.m.'), ('W', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.132,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49620,"(('T', '11:00 a.m.-12:00 p.m.'), ('W', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.134,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49625,"(('T', '11:00 a.m.-12:00 p.m.'), ('W', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.136,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49630,"(('T', '11:00 a.m.-12:00 p.m.'), ('W', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.146,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49635,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.130,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49640,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.132,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49645,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.134,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49650,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.136,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49655,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '5:00 p.m.-9:00 p.m.'))",UTC 2.112AWEL 5.146,Face-to-face,"SOTELO, PAOLA",open,Quantitative Reasoning,
CHE  264 CHEM ENGR PROCESS AND PROJ LAB         ,15395,"(('T', '11:00 a.m.-12:00 p.m.'), ('T', '3:00 p.m.-7:00 p.m.'))",CPE 2.210CPE 1.440,Face-to-face,"LANDAVERDE ALVARADO, CARL",open; reserved,Writing,
CHE  264 CHEM ENGR PROCESS AND PROJ LAB         ,15400,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '3:00 p.m.-7:00 p.m.'))",CPE 2.210CPE 1.440,Face-to-face,"LANDAVERDE ALVARADO, CARL",open; reserved,Writing,
ESL  388S ORAL COMMUNICATION         ,62575,"(('T', '11:00 a.m.-12:30 p.m.'), ('TH', '11:00 a.m.-12:30 p.m.'))",CBA 4.336CBA 4.338,Face-to-face,"MCCOURT, CHRISTINE S",open,,
MNS  356 ECOSYSTEM OCEANOGRAPHY         ,52980,"(('T', '11:00 a.m.-12:00 p.m.'), ('TH', '1:00 p.m.-4:00 p.m.'))",S06 201CS06 201C,Face-to-face,"BIGGS, CHRISTOPHER",open; reserved,,
NTR  126L NUTRITIONAL SCIENCES LAB         ,52395,"(('T', '11:00 a.m.-2:00 p.m.'), ('F', '11:00 a.m.-12:00 p.m.'))",PAI 5.30RLP 1.104,Face-to-face,"KLINGBEIL, ELIZABETH",open,,
P A  388K ADV DOCUMENTARY PRODUCTION         ,59355,"(('T', '11:00 a.m.-2:00 p.m.'), ('TH', '6:00 p.m.-9:00 p.m.'))",CMB 4.126CMB 4.118,Face-to-face,"SOSA, ILIANA",open; reserved,,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07750,"(('T', '11:00 a.m.-1:00 p.m.'), ('M', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07755,"(('T', '11:00 a.m.-1:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07760,"(('T', '11:00 a.m.-1:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07765,"(('T', '11:00 a.m.-1:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DALTHORP, JAMES A",open; reserved,Independent Inquiry,
POL  326 THIRD-YEAR POLISH II         ,42665,"(('T', '11:00 a.m.-12:30 p.m.'), ('TH', '11:00 a.m.-12:30 p.m.'))",MEZ 1.104,Hybrid or Blended,"KAMINSKA, BERNADETA",open,,
RTF  343 1-ADV NARRATIVE PRODUCTION         ,09385,"(('T', '11:00 a.m.-2:00 p.m.'), ('W', '6:00 p.m.-9:00 p.m.'))",CMB 4.116CMB 4.116,Face-to-face,"RAVAL, PJ",open; reserved,Independent Inquiry,
RTF  343 2-ADV DOCUMENTARY PRODUCTION         ,09390,"(('T', '11:00 a.m.-2:00 p.m.'), ('TH', '6:00 p.m.-9:00 p.m.'))",CMB 4.126CMB 4.118,Face-to-face,"SOSA, ILIANA",open; reserved,Independent Inquiry,
BME  377T MICROSCOPY FUNDAMENTALS         ,15015,"(('T', '12:30 p.m.-2:00 p.m.'), ('W', '12:00 p.m.-3:00 p.m.'))",BME 3.312BME 3.312,Face-to-face,"PAREKH, SAPUN HARSHAD",open; reserved,,
BME  381J MICROSCOPY FUNDAMENTALS         ,15040,"(('T', '12:30 p.m.-2:00 p.m.'), ('W', '12:00 p.m.-3:00 p.m.'))",BME 3.312BME 3.312,Face-to-face,"PAREKH, SAPUN HARSHAD",open; reserved,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06395,"(('T', '12:30 p.m.-2:00 p.m.'), ('M', '9:00 a.m.-10:30 a.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06400,"(('T', '12:30 p.m.-2:00 p.m.'), ('M', '10:30 a.m.-12:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06405,"(('T', '12:30 p.m.-2:00 p.m.'), ('M', '12:00 p.m.-1:30 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06410,"(('T', '12:30 p.m.-2:00 p.m.'), ('TH', '12:30 p.m.-2:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open; reserved,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06415,"(('T', '12:30 p.m.-2:00 p.m.'), ('W', '9:00 a.m.-10:30 a.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06420,"(('T', '12:30 p.m.-2:00 p.m.'), ('T', '2:00 p.m.-3:30 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06425,"(('T', '12:30 p.m.-2:00 p.m.'), ('T', '3:30 p.m.-5:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06463,"(('T', '12:30 p.m.-2:00 p.m.'), ('TH', '12:30 p.m.-2:00 p.m.'))",DMC 2.106,Hybrid or Blended,"RIVERA, MARIALENA",open,,
ECO  387M WRITING SEMINAR IN ECONOMICS         ,33965,"(('T', '12:30 p.m.-2:00 p.m.'), ('F', '10:30 a.m.-12:00 p.m.'))",BRB 1.118BRB 1.118,Face-to-face,"EUSEPI, STEFANO M",open,,
ECO  387M WRITING SEMINAR IN ECONOMICS         ,33970,"(('T', '12:30 p.m.-2:00 p.m.'), ('M', '3:30 p.m.-5:00 p.m.'))",BRB 2.136BRB 1.118,Face-to-face,"ABREVAYA, JASON IRA",open,,
J  311F REPORTING: IMAGES         ,08645,"(('T', '12:30 p.m.-2:00 p.m.'), ('MW', '9:00 a.m.-10:30 a.m.'))",UTC 3.124CMA 4.152,Face-to-face,"WEHLING, JASON BBURKE, CHRISTINA",open; reserved,Writing,
J  311F REPORTING: IMAGES         ,08650,"(('T', '12:30 p.m.-2:00 p.m.'), ('F', '9:00 a.m.-12:00 p.m.'))",UTC 3.124CMA 4.152,Face-to-face,"WEHLING, JASON BBURKE, CHRISTINA",open; reserved,Writing,
J  311F REPORTING: IMAGES         ,08655,"(('T', '12:30 p.m.-2:00 p.m.'), ('TTH', '9:30 a.m.-11:00 a.m.'))",UTC 3.124CMA 4.152,Face-to-face,"WEHLING, JASON BBURKE, CHRISTINA",open; reserved,Writing,
J  311F REPORTING: IMAGES         ,08660,"(('T', '12:30 p.m.-2:00 p.m.'), ('MW', '10:30 a.m.-12:00 p.m.'))",UTC 3.124CMA 4.152,Face-to-face,"WEHLING, JASON BBURKE, CHRISTINA",open; reserved,Writing,
J  311F REPORTING: IMAGES         ,08665,"(('T', '12:30 p.m.-2:00 p.m.'), ('TTH', '11:00 a.m.-12:30 p.m.'))",UTC 3.124CMA 4.152,Face-to-face,"WEHLING, JASON BBURKE, CHRISTINA",open; reserved,Writing,
J  330C TELEVISION REPORTING         ,08725,"(('T', '12:30 p.m.-2:00 p.m.'), ('TH', '2:00 p.m.-5:00 p.m.'))",DMC 3.208CMB 4.118,Face-to-face,"WEST, KATHARINE",open; reserved,WritingIndependent Inquiry,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,27995,"(('T', '1:00 p.m.-2:15 p.m.'), ('TH', '9:00 a.m.-10:15 a.m.'))",TNH 3.125TNH 3.125,Face-to-face,"SCHIESS, WAYNE",open; reserved,,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28010,"(('T', '1:00 p.m.-2:15 p.m.'), ('F', '11:45 a.m.-1:00 p.m.'))",TNH 3.124TNH 3.126,Face-to-face,"DAWSON, EDWARD CALDWELL",open; reserved,,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28030,"(('T', '1:00 p.m.-2:15 p.m.'), ('F', '11:45 a.m.-1:00 p.m.'))",TNH 3.142TNH 2.123,Face-to-face,"PERIS, SHANNON L",open; reserved,,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28045,"(('T', '1:00 p.m.-2:15 p.m.'), ('TH', '10:30 a.m.-11:45 a.m.'))",TNH 2.140TNH 2.140,Face-to-face,"MURRELL, MATTHEW",open; reserved,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06430,"(('T', '2:00 p.m.-3:30 p.m.'), ('TH', '9:30 a.m.-11:00 a.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06435,"(('T', '2:00 p.m.-3:30 p.m.'), ('TH', '11:00 a.m.-12:30 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06440,"(('T', '2:00 p.m.-3:30 p.m.'), ('W', '12:00 p.m.-1:30 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06445,"(('T', '2:00 p.m.-3:30 p.m.'), ('T', '12:30 p.m.-2:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06450,"(('T', '2:00 p.m.-3:30 p.m.'), ('W', '10:30 a.m.-12:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06455,"(('T', '2:00 p.m.-3:30 p.m.'), ('TH', '2:00 p.m.-3:30 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
COM  301E INTRO TO COMM FOUNDATIONS         ,06460,"(('T', '2:00 p.m.-3:30 p.m.'), ('TH', '3:30 p.m.-5:00 p.m.'))",DMC 2.106CMA 4.146,Hybrid or Blended,"RIVERA, MARIALENA",open,,
N  277P CLINICAL CARE MANAGEMENT PRAC         ,57355,"(('T', '2:00 p.m.-10:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))",NUR 5.150,Face-to-face,"GAMEZ, YURI DBRUNGOT, LARISSA KAY",open; reserved,,
NTR  126L NUTRITIONAL SCIENCES LAB         ,52405,"(('T', '2:00 p.m.-5:00 p.m.'), ('F', '11:00 a.m.-12:00 p.m.'))",PAI 5.30RLP 1.104,Face-to-face,"KLINGBEIL, ELIZABETH",open,,
RTF  343D CINEMATOGRAPHY         ,09405,"(('T', '2:00 p.m.-5:00 p.m.'), ('W', '10:00 a.m.-1:00 p.m.'))",CMB 4.126CMB 4.126,Face-to-face,"LEWIS, DEBORAH E",open; reserved,,
RTF  366K 2-NARRATIVE PRODUCTION         ,09590,"(('T', '2:00 p.m.-5:00 p.m.'), ('W', '6:00 p.m.-9:00 p.m.'))",CMB 4.116CMB 4.122,Face-to-face,"SCHIESARI, NANCY",open; reserved,Independent Inquiry,
RTF  367D DIRECTING WORKSHOP         ,09610,"(('T', '2:00 p.m.-5:00 p.m.'), ('W', '6:00 p.m.-9:00 p.m.'))",CMB 4.118CMB 4.126,Face-to-face,"ALVAREZ, MIGUEL A",open; reserved,Independent Inquiry,
RTF  368S 1-FILM PRODUCTION THESIS         ,09640,"(('T', '2:00 p.m.-5:00 p.m.'), ('TH', '2:00 p.m.-5:00 p.m.'))",CMB 4.122CMB 4.116,Face-to-face,"LEWIS, RICHARD M",open; reserved,Independent Inquiry,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28040,"(('T', '2:30 p.m.-3:45 p.m.'), ('TH', '10:30 a.m.-11:45 a.m.'))",TNH 3.125TNH 3.125,Face-to-face,"SCHIESS, WAYNE",open; reserved,,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28050,"(('T', '2:30 p.m.-3:45 p.m.'), ('TH', '1:00 p.m.-2:15 p.m.'))",TNH 2.139TNH 2.139,Face-to-face,"WIMMER, JULIE D",open; reserved,,
LAW  381J NEGOTIATION         ,28125,"(('T', '2:30 p.m.-3:45 p.m.'), ('TH', '2:30 p.m.-4:30 p.m.'))",JON 6.206TNH 2.124,Face-to-face,"VAN GINKEL, ERIC",open; reserved,,
LAW  285 PROFESSIONAL RESPONSIBILITY         ,28309,"(('T', '2:30 p.m.-3:45 p.m.'), ('F', '10:30 a.m.-12:00 p.m.'))",JON 5.257JON 5.257,Face-to-face,"TOEPKE, CARLY MARA",open; reserved,,
N  355P ADULT HEALTH NURSING II (PRAC)         ,57145,"(('T', '2:30 p.m.-10:00 p.m.'), ('T', '1:00 p.m.-2:30 p.m.'))",NUR 5.154,Face-to-face,"THOMAS, JOSHUA M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07215,"(('T', '3:00 p.m.-5:00 p.m.'), ('M', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07220,"(('T', '3:00 p.m.-5:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07225,"(('T', '3:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07230,"(('T', '3:00 p.m.-5:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07235,"(('T', '3:00 p.m.-5:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07240,"(('T', '3:00 p.m.-5:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07245,"(('T', '3:00 p.m.-5:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07820,"(('T', '3:00 p.m.-5:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07825,"(('T', '3:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07830,"(('T', '3:00 p.m.-5:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07835,"(('T', '3:00 p.m.-5:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07840,"(('T', '3:00 p.m.-5:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07845,"(('T', '3:00 p.m.-5:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"SALINAS-DAVIS, VALERIE M",open; reserved,Independent Inquiry,
GEO  325G COMP APPLS IN GEO         ,26925,"(('T', '3:30 p.m.-5:30 p.m.'), ('M', '12:00 p.m.-2:00 p.m.'))",JGB 3.120JGB 2.312,Face-to-face,"TISATO, NICOLA",open,,
LAW  280T PERSUASIVE WRTG AND ADVOCACY         ,28070,"(('T', '3:45 p.m.-5:15 p.m.'), ('TH', '2:30 p.m.-3:45 p.m.'))",TNH 2.139TNH 2.139,Face-to-face,"WIMMER, JULIE D",open; reserved,,
