Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
M E  350 MACHINE TOOL OPERATN FOR ENGRS         ,18510,"(('W', '10:00 a.m.-11:00 a.m.'), ('TTH', '9:00 a.m.-12:00 p.m.'))",ETC 5.132ETC 1.210,Face-to-face,"CULLINAN, MICHAEL ARTHUR",open,,
M E  350 MACHINE TOOL OPERATN FOR ENGRS         ,18515,"(('W', '10:00 a.m.-11:00 a.m.'), ('TTH', '1:00 p.m.-4:00 p.m.'))",ETC 5.132ETC 1.210,Face-to-face,"CULLINAN, MICHAEL ARTHUR",open,,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07050,"(('W', '11:00 a.m.-1:00 p.m.'), ('T', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07055,"(('W', '11:00 a.m.-1:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07060,"(('W', '11:00 a.m.-1:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07065,"(('W', '11:00 a.m.-1:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
BIO  331L LAB STUDIES IN MOLECULAR BIO         ,48330,"(('W', '11:00 a.m.-12:00 p.m.'), ('W', '1:00 p.m.-5:00 p.m.'))",ECJ 1.304PAI 1.30,Face-to-face,"MEHDY, MONA",open,Writing,
BIO  395L LAB STUDIES MOLECULAR BIO         ,49189,"(('W', '11:00 a.m.-12:00 p.m.'), ('W', '1:00 p.m.-5:00 p.m.'))",ECJ 1.304PAI 1.30,Face-to-face,"MEHDY, MONA",open; reserved,,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07685,"(('W', '11:00 a.m.-1:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07690,"(('W', '11:00 a.m.-1:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"LEWIS, LIZA",open; reserved,Independent Inquiry,
CMS  362E ENVIRONMENTAL COMMUNICATION         ,08310,"(('W', '12:00 p.m.-1:00 p.m.'), ('MF', '12:00 p.m.-1:00 p.m.'))",DMC 4.212,Hybrid or Blended,"SOWARDS, STACEY K",open,Writing,
ECO  387M WRITING SEMINAR IN ECONOMICS         ,33960,"(('W', '12:00 p.m.-1:30 p.m.'), ('T', '3:30 p.m.-5:00 p.m.'))",BRB 1.120BRB 2.136,Face-to-face,"SAHIN, AYSEGUL",open,,
M E  140L MECHATRONICS LABORATORY         ,18380,"(('W', '12:00 p.m.-1:00 p.m.'), ('M', '9:00 a.m.-11:00 a.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18385,"(('W', '12:00 p.m.-1:00 p.m.'), ('T', '9:00 a.m.-11:00 a.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18390,"(('W', '12:00 p.m.-1:00 p.m.'), ('W', '9:00 a.m.-11:00 a.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18395,"(('W', '12:00 p.m.-1:00 p.m.'), ('TH', '9:00 a.m.-11:00 a.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18400,"(('W', '12:00 p.m.-1:00 p.m.'), ('M', '12:00 p.m.-2:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18405,"(('W', '12:00 p.m.-1:00 p.m.'), ('T', '12:00 p.m.-2:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18410,"(('W', '12:00 p.m.-1:00 p.m.'), ('TH', '12:00 p.m.-2:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18415,"(('W', '12:00 p.m.-1:00 p.m.'), ('F', '12:00 p.m.-2:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18420,"(('W', '12:00 p.m.-1:00 p.m.'), ('W', '1:00 p.m.-3:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18425,"(('W', '12:00 p.m.-1:00 p.m.'), ('T', '2:30 p.m.-4:30 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18430,"(('W', '12:00 p.m.-1:00 p.m.'), ('M', '3:00 p.m.-5:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18435,"(('W', '12:00 p.m.-1:00 p.m.'), ('W', '3:30 p.m.-5:30 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18440,"(('W', '12:00 p.m.-1:00 p.m.'), ('T', '5:00 p.m.-7:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18445,"(('W', '12:00 p.m.-1:00 p.m.'), ('TH', '5:00 p.m.-7:00 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
M E  140L MECHATRONICS LABORATORY         ,18450,"(('W', '12:00 p.m.-1:00 p.m.'), ('M', '5:30 p.m.-7:30 p.m.'))",BEL 328ETC 3.157,Face-to-face,"LI, WEI",open; reserved,,
ARC  398D DEPARTMENTAL REPORT         ,01300,"(('W', '12:30 p.m.-2:00 p.m.'), ('TH', '7:00 p.m.-8:30 p.m.'))",SUT 2.110SUT 2.110,Face-to-face,"HOLLERAN, MICHAEL",open; reserved,,
ECO  387M WRITING SEMINAR IN ECONOMICS         ,33975,"(('W', '12:30 p.m.-2:00 p.m.'), ('W', '3:30 p.m.-5:00 p.m.'))",BRB 1.118BRB 1.118,Face-to-face,"MIRAVETE, EUGENIO JAVIER",open,,
ADV  378 SCRIPT TO SCREEN         ,07290,"(('W', '1:00 p.m.-4:00 p.m.'), ('T', '5:00 p.m.-7:30 p.m.'))",DMC 4.212CMA 3.116,Face-to-face,"RICE, SCOTT FBRIGHT, LAURA F",open; reserved,,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49720,"(('W', '1:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-5:00 p.m.'))",WEL 3.134WEL 5.136,Face-to-face,"LAUDE, DAVID A",open; reserved,Quantitative Reasoning,
CH  204 INTRO TO CHEMICAL PRACTICE         ,49773,"(('W', '1:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-5:00 p.m.'))",WEL 3.134WEL 5.136,Face-to-face,"LAUDE, DAVID A",open; reserved,Quantitative Reasoning,
"CMS  314L LANG, COMMUNICATION, & CULTURE         ",08125,"(('W', '1:00 p.m.-2:00 p.m.'), ('MF', '1:00 p.m.-2:00 p.m.'))",CMA 6.170,Hybrid or Blended,"PIKE, MACKENZIE PALMER",open,Writing,
LAW  296V DEPOSITION/EXPERT WITNESSES         ,28605,"(('W', '1:00 p.m.-3:15 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",CCJ 3.306CCJ 3.306,Face-to-face,"SANTOS, MARK APANZER, JASON M",open; reserved,,
RTF  369P 1-SCRIPT TO SCREEN: COMMERCLS         ,09685,"(('W', '1:00 p.m.-4:00 p.m.'), ('T', '5:00 p.m.-7:30 p.m.'))",DMC 4.212CMA 3.116,Face-to-face,"RICE, SCOTT FBRIGHT, LAURA F",open,,
ANT  392L BIOL ANTHRO: MORPH/EVOLUTION         ,31454,"(('W', '2:00 p.m.-5:00 p.m.'), ('TH', '2:00 p.m.-3:45 p.m.'))",WCP 5.124WCP 5.172,Face-to-face,"SHAPIRO, LIZA J",open; reserved,,
"CMS  314L LANG, COMMUNICATION, & CULTURE         ",08130,"(('W', '2:00 p.m.-3:00 p.m.'), ('MF', '2:00 p.m.-3:00 p.m.'))",DMC 3.204,Hybrid or Blended,"PIKE, MACKENZIE PALMER",open,Writing,
GOV  384N INTL PETROLEUM TRANSACTIONS         ,37660,"(('W', '2:15 p.m.-3:30 p.m.'), ('TH', '2:15 p.m.-3:30 p.m.'))",TNH 3.129TNH 3.127,Face-to-face,"ANDERSON, OWEN L",cancelled,,
LAW  382F INTL PETROLEUM TRANSACTIONS         ,28160,"(('W', '2:15 p.m.-3:30 p.m.'), ('TH', '2:15 p.m.-3:30 p.m.'))",TNH 3.129TNH 3.127,Face-to-face,"ANDERSON, OWEN L",cancelled,,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07100,"(('W', '3:00 p.m.-5:00 p.m.'), ('M', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07105,"(('W', '3:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07110,"(('W', '3:00 p.m.-5:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07115,"(('W', '3:00 p.m.-5:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07120,"(('W', '3:00 p.m.-5:00 p.m.'), ('T', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
ADV  373 INTEGRATED COMM CAMPAIGNS         ,07125,"(('W', '3:00 p.m.-5:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07770,"(('W', '3:00 p.m.-5:00 p.m.'), ('W', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07775,"(('W', '3:00 p.m.-5:00 p.m.'), ('TH', '1:00 p.m.-2:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07780,"(('W', '3:00 p.m.-5:00 p.m.'), ('M', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
P R  377K INTEGRATED COMM CAMPAIGNS         ,07785,"(('W', '3:00 p.m.-5:00 p.m.'), ('W', '2:00 p.m.-3:00 p.m.'))",DMC 4.206DMC 4.206,Face-to-face,"DOBIAS, LISA Z",open; reserved,Independent Inquiry,
C E  277K PROJ DEV FOR UNDERSERVED COMMS         ,16160,"(('W', '4:00 p.m.-6:00 p.m.'), ('F', '3:30 p.m.-5:30 p.m.'))",EER 1.528EER 1.528,Face-to-face,"RUMBAUGH, MARTIN G",open; reserved,,
E S  277L PROJ DES WITH UNDRSRVD COMM         ,13760,"(('W', '4:00 p.m.-6:00 p.m.'), ('F', '3:30 p.m.-5:30 p.m.'))",EER 1.528EER 1.528,Face-to-face,"RUMBAUGH, MARTIN G",open; reserved,Independent Inquiry,
